01432	1280	78	256	13	4	0
014321	1280	78	128	6	0	1	16
014322	1408	78	128	6	0	0
014323	1280	84	128	6	0	1	16
014324	1408	84	128	6	0	0
01433	1024	91	256	13	4	0
014331	1024	91	128	6	0	1	41
014332	1152	91	128	6	0	1	14
014333	1024	97	128	6	0	1	41
014334	1152	97	128	6	0	1	14
01434	1280	91	256	13	4	0
014341	1280	91	128	6	0	0
014342	1408	91	128	6	0	0
014343	1280	97	128	6	0	0
014344	1408	97	128	6	0	0
0144	1536	78	512	26	4	0
01441	1536	78	256	13	4	0
014411	1536	78	128	6	0	1	21
014412	1664	78	128	6	0	1	21
014413	1536	84	128	6	0	1	21
014414	1664	84	128	6	0	1	21
01442	1792	78	256	13	4	0
014421	1792	78	128	6	0	2	25	40
014422	1920	78	128	6	0	1	25
014423	1792	84	128	6	0	2	25	40
014424	1920	84	128	6	0	1	25
01443	1536	91	256	13	4	0
014431	1536	91	128	6	0	0
014432	1664	91	128	6	0	0
014433	1536	97	128	6	0	0
014434	1664	97	128	6	0	0
01444	1792	91	256	13	4	0
014441	1792	91	128	6	0	1	40
014442	1920	91	128	6	0	0
014443	1792	97	128	6	0	1	40
014444	1920	97	128	6	0	0
02	2048	0	2048	104	4	0
021	2048	0	1024	52	0	0
022	3072	0	1024	52	0	0
023	2048	52	1024	52	4	0
0231	2048	52	512	26	0	0
0232	2560	52	512	26	0	0
0233	2048	78	512	26	4	0
02331	2048	78	256	13	0	0
02332	2304	78	256	13	0	0
02333	2048	91	256	13	4	0
023331	2048	91	128	6	0	0
023332	2176	91	128	6	0	0
023333	2048	97	128	6	0	0
023334	2176	97	128	6	0	0
02334	2304	91	256	13	0	0
0234	2560	78	512	26	4	0
02341	2560	78	256	13	0	0
02342	2816	78	256	13	0	0
02343	2560	91	256	13	4	0
023431	2560	91	128	6	0	0
023432	2688	91	128	6	0	0
023433	2560	97	128	6	0	0
023434	2688	97	128	6	0	0
02344	2816	91	256	13	4	0
023441	2816	91	128	6	0	0
023442	2944	91	128	6	0	0
023443	2816	97	128	6	0	0
023444	2944	97	128	6	0	0
024	3072	52	1024	52	0	0
03	0	104	2048	104	4	0
031	0	104	1024	52	4	0
0311	0	104	512	26	4	0
03111	0	104	256	13	0	0
03112	256	104	256	13	4	0
031121	256	104	128	6	0	2	37	38
031122	384	104	128	6	0	3	2	7	38
031123	256	110	128	6	0	2	37	38
031124	384	110	128	6	0	3	2	7	38
03113	0	117	256	13	0	0
03114	256	117	256	13	4	0
031141	256	117	128	6	0	2	37	38
031142	384	117	128	6	0	3	2	7	38
031143	256	123	128	6	0	2	37	38
031144	384	123	128	6	0	2	7	38
0312	512	104	512	26	4	0
03121	512	104	256	13	4	0
031211	512	104	128	6	0	2	2	4
031212	640	104	128	6	0	1	5
031213	512	110	128	6	0	2	2	4
031214	640	110	128	6	0	1	5
03122	768	104	256	13	4	0
031221	768	104	128	6	0	1	39
031222	896	104	128	6	0	1	11
031223	768	110	128	6	0	1	39
031224	896	110	128	6	0	1	11
03123	512	117	256	13	4	0
031231	512	117	128	6	0	2	2	4
031232	640	117	128	6	0	1	5
031233	512	123	128	6	0	1	4
031234	640	123	128	6	0	1	5
03124	768	117	256	13	4	0
031241	768	117	128	6	0	1	39
031242	896	117	128	6	0	1	11
031243	768	123	128	6	0	1	39
031244	896	123	128	6	0	1	11
0313	0	130	512	26	4	0
03131	0	130	256	13	0	0
03132	256	130	256	13	4	0
031321	256	130	128	6	0	4	1	6	37	38
031322	384	130	128	6	0	3	1	7	38
031323	256	136	128	6	0	2	1	6
031324	384	136	128	6	0	2	1	7
03133	0	143	256	13	0	0
03134	256	143	256	13	4	0
031341	256	143	128	6	0	2	1	6
031342	384	143	128	6	0	2	1	7
031343	256	149	128	6	0	2	1	6
031344	384	149	128	6	0	2	1	7
0314	512	130	512	26	4	0
03141	512	130	256	13	4	0
031411	512	130	128	6	0	1	4
031412	640	130	128	6	0	1	5
031413	512	136	128	6	0	0
031414	640	136	128	6	0	1	5
03142	768	130	256	13	4	0
031421	768	130	128	6	0	1	10
031422	896	130	128	6	0	1	11
031423	768	136	128	6	0	1	10
031424	896	136	128	6	0	1	11
03143	512	143	256	13	4	0
031431	512	143	128	6	0	0
031432	640	143	128	6	0	1	5
031433	512	149	128	6	0	0
031434	640	149	128	6	0	1	5
03144	768	143	256	13	4	0
031441	768	143	128	6	0	1	10
031442	896	143	128	6	0	1	11
031443	768	149	128	6	0	1	10
031444	896	149	128	6	0	1	11
032	1024	104	1024	52	4	0
0321	1024	104	512	26	4	0
03211	1024	104	256	13	4	0
032111	1024	104	128	6	0	2	41	42
032112	1152	104	128	6	0	1	14
032113	1024	110	128	6	0	2	41	42
032114	1152	110	128	6	0	1	14
03212	1280	104	256	13	4	0
032121	1280	104	128	6	0	1	18
032122	1408	104	128	6	0	1	18
032123	1280	110	128	6	0	1	18
032124	1408	110	128	6	0	1	18
03213	1024	117	256	13	4	0
032131	1024	117	128	6	0	1	41
032132	1152	117	128	6	0	1	14
032133	1024	123	128	6	0	1	41
032134	1152	123	128	6	0	1	14
03214	1280	117	256	13	4	0
032141	1280	117	128	6	0	1	18
032142	1408	117	128	6	0	1	18
032143	1280	123	128	6	0	0
032144	1408	123	128	6	0	0
0322	1536	104	512	26	4	0
03221	1536	104	256	13	4	0
032211	1536	104	128	6	0	1	18
032212	1664	104	128	6	0	0
032213	1536	110	128	6	0	1	18
032214	1664	110	128	6	0	0
03222	1792	104	256	13	4	0
032221	1792	104	128	6	0	2	24	40
032222	1920	104	128	6	0	0
032223	1792	110	128	6	0	2	24	40
032224	1920	110	128	6	0	0
03223	1536	117	256	13	4	0
032231	1536	117	128	6	0	1	18
032232	1664	117	128	6	0	0
032233	1536	123	128	6	0	0
032234	1664	123	128	6	0	0
03224	1792	117	256	13	4	0
032241	1792	117	128	6	0	1	40
032242	1920	117	128	6	0	0
032243	1792	123	128	6	0	1	40
032244	1920	123	128	6	0	0
0323	1024	130	512	26	4	0
03231	1024	130	256	13	4	0
032311	1024	130	128	6	0	1	41
032312	1152	130	128	6	0	0
032313	1024	136	128	6	0	1	41
032314	1152	136	128	6	0	0
03232	1280	130	256	13	4	0
032321	1280	130	128	6	0	1	17
032322	1408	130	128	6	0	0
032323	1280	136	128	6	0	1	17
032324	1408	136	128	6	0	1	19
03233	1024	143	256	13	4	0
032331	1024	143	128	6	0	1	41
032332	1152	143	128	6	0	0
032333	1024	149	128	6	0	1	41
032334	1152	149	128	6	0	0
03234	1280	143	256	13	4	0
032341	1280	143	128	6	0	1	17
032342	1408	143	128	6	0	1	19
032343	1280	149	128	6	0	1	17
032344	1408	149	128	6	0	1	19
0324	1536	130	512	26	4	0
03241	1536	130	256	13	0	0
03242	1792	130	256	13	4	0
032421	1792	130	128	6	0	1	40
032422	1920	130	128	6	0	1	26
032423	1792	136	128	6	0	1	40
032424	1920	136	128	6	0	1	26
03243	1536	143	256	13	0	0
03244	1792	143	256	13	4	0
032441	1792	143	128	6	0	1	40
032442	1920	143	128	6	0	1	26
032443	1792	149	128	6	0	1	40
032444	1920	149	128	6	0	1	26
033	0	156	1024	52	4	0
0331	0	156	512	26	4	0
03311	0	156	256	13	4	0
033111	0	156	128	6	0	0
033112	128	156	128	6	0	0
033113	0	162	128	6	0	0
033114	128	162	128	6	0	0
03312	256	156	256	13	4	0
033121	256	156	128	6	0	1	6
033122	384	156	128	6	0	1	7
033123	256	162	128	6	0	1	6
033124	384	162	128	6	0	1	7
03313	0	169	256	13	4	0
033131	0	169	128	6	0	1	0
033132	128	169	128	6	0	1	0
033133	0	175	128	6	0	1	0
033134	128	175	128	6	0	1	0
03314	256	169	256	13	4	0
033141	256	169	128	6	0	1	6
033142	384	169	128	6	0	1	7
033143	256	175	128	6	0	1	6
033144	384	175	128	6	0	1	7
0332	512	156	512	26	4	0
03321	512	156	256	13	4	0
033211	512	156	128	6	0	0
033212	640	156	128	6	0	1	5
033213	512	162	128	6	0	0
033214	640	162	128	6	0	1	5
03322	768	156	256	13	4	0
033221	768	156	128	6	0	1	10
033222	896	156	128	6	0	1	11
033223	768	162	128	6	0	2	8	10
033224	896	162	128	6	0	1	11
03323	512	169	256	13	4	0
033231	512	169	128	6	0	0
033232	640	169	128	6	0	1	5
033233	512	175	128	6	0	0
033234	640	175	128	6	0	1	5
03324	768	169	256	13	4	0
033241	768	169	128	6	0	2	8	10
033242	896	169	128	6	0	2	11	12
033243	768	175	128	6	0	3	8	9	10
033244	896	175	128	6	0	2	11	12
0333	0	182	512	26	4	0
03331	0	182	256	13	4	0
033311	0	182	128	6	0	1	0
033312	128	182	128	6	0	1	0
033313	0	188	128	6	0	0
033314	128	188	128	6	0	0
03332	256	182	256	13	4	0
033321	256	182	128	6	0	1	6
033322	384	182	128	6	0	1	7
033323	256	188	128	6	0	1	6
033324	384	188	128	6	0	0
03333	0	195	256	13	0	0
03334	256	195	256	13	4	0
033341	256	195	128	6	0	1	6
033342	384	195	128	6	0	0
033343	256	201	128	6	0	0
033344	384	201	128	6	0	0
0334	512	182	512	26	4	0
03341	512	182	256	13	4	0
033411	512	182	128	6	0	0
033412	640	182	128	6	0	1	5
033413	512	188	128	6	0	0
033414	640	188	128	6	0	1	5
03342	768	182	256	13	4	0
033421	768	182	128	6	0	3	8	9	10
033422	896	182	128	6	0	2	11	12
033423	768	188	128	6	0	2	9	10
033424	896	188	128	6	0	2	11	12
03343	512	195	256	13	4	0
033431	512	195	128	6	0	0
033432	640	195	128	6	0	1	5
033433	512	201	128	6	0	0
033434	640	201	128	6	0	1	5
03344	768	195	256	13	4	0
033441	768	195	128	6	0	2	9	10
033442	896	195	128	6	0	2	11	12
033443	768	201	128	6	0	2	9	10
033444	896	201	128	6	0	2	11	12
034	1024	156	1024	52	4	0
0341	1024	156	512	26	4	0
03411	1024	156	256	13	4	0
034111	1024	156	128	6	0	1	41
034112	1152	156	128	6	0	0
034113	1024	162	128	6	0	1	41
034114	1152	162	128	6	0	0
03412	1280	156	256	13	4	0
034121	1280	156	128	6	0	0
034122	1408	156	128	6	0	0
034123	1280	162	128	6	0	0
034124	1408	162	128	6	0	0
03413	1024	169	256	13	4	0
034131	1024	169	128	6	0	1	12
034132	1152	169	128	6	0	1	15
034133	1024	175	128	6	0	1	12
034134	1152	175	128	6	0	1	15
03414	1280	169	256	13	4	0
034141	1280	169	128	6	0	1	20
034142	1408	169	128	6	0	1	20
034143	1280	175	128	6	0	1	20
034144	1408	175	128	6	0	1	20
0342	1536	156	512	26	4	0
03421	1536	156	256	13	4	0
034211	1536	156	128	6	0	0
034212	1664	156	128	6	0	0
034213	1536	162	128	6	0	1	22
034214	1664	162	128	6	0	1	22
03422	1792	156	256	13	4	0
034221	1792	156	128	6	0	1	40
034222	1920	156	128	6	0	0
034223	1792	162	128	6	0	2	23	40
034224	1920	162	128	6	0	0
03423	1536	169	256	13	4	0
034231	1536	169	128	6	0	1	22
034232	1664	169	128	6	0	1	22
034233	1536	175	128	6	0	1	22
034234	1664	175	128	6	0	1	22
03424	1792	169	256	13	4	0
034241	1792	169	128	6	0	2	23	40
034242	1920	169	128	6	0	0
034243	1792	175	128	6	0	2	23	40
034244	1920	175	128	6	0	0
0343	1024	182	512	26	4	0
03431	1024	182	256	13	4	0
034311	1024	182	128	6	0	1	12
034312	1152	182	128	6	0	1	15
034313	1024	188	128	6	0	1	12
034314	1152	188	128	6	0	0
03432	1280	182	256	13	4	0
034321	1280	182	128	6	0	1	20
034322	1408	182	128	6	0	1	20
034323	1280	188	128	6	0	0
034324	1408	188	128	6	0	0
03433	1024	195	256	13	4	0
034331	1024	195	128	6	0	1	12
034332	1152	195	128	6	0	0
034333	1024	201	128	6	0	1	12
034334	1152	201	128	6	0	0
03434	1280	195	256	13	0	0
0344	1536	182	512	26	4	0
03441	1536	182	256	13	4	0
034411	1536	182	128	6	0	1	22
034412	1664	182	128	6	0	1	22
034413	1536	188	128	6	0	0
034414	1664	188	128	6	0	0
03442	1792	182	256	13	4	0
034421	1792	182	128	6	0	1	40
034422	1920	182	128	6	0	0
034423	1792	188	128	6	0	1	40
034424	1920	188	128	6	0	0
03443	1536	195	256	13	0	0
03444	1792	195	256	13	0	0
04	2048	104	2048	104	4	0
041	2048	104	1024	52	4	0
0411	2048	104	512	26	4	0
04111	2048	104	256	13	4	0
041111	2048	104	128	6	0	1	28
041112	2176	104	128	6	0	1	28
041113	2048	110	128	6	0	1	28
041114	2176	110	128	6	0	1	28
04112	2304	104	256	13	0	0
04113	2048	117	256	13	4	0
041131	2048	117	128	6	0	1	28
041132	2176	117	128	6	0	1	28
041133	2048	123	128	6	0	0
041134	2176	123	128	6	0	0
04114	2304	117	256	13	0	0
0412	2560	104	512	26	4	0
04121	2560	104	256	13	4	0
041211	2560	104	128	6	0	0
041212	2688	104	128	6	0	1	35
041213	2560	110	128	6	0	0
041214	2688	110	128	6	0	1	35
04122	2816	104	256	13	4	0
041221	2816	104	128	6	0	1	35
041222	2944	104	128	6	0	0
041223	2816	110	128	6	0	1	35
041224	2944	110	128	6	0	0
04123	2560	117	256	13	4	0
041231	2560	117	128	6	0	0
041232	2688	117	128	6	0	1	35
041233	2560	123	128	6	0	0
041234	2688	123	128	6	0	0
04124	2816	117	256	13	4	0
041241	2816	117	128	6	0	1	35
041242	2944	117	128	6	0	0
041243	2816	123	128	6	0	0
041244	2944	123	128	6	0	0
0413	2048	130	512	26	4	0
04131	2048	130	256	13	4	0
041311	2048	130	128	6	0	1	27
041312	2176	130	128	6	0	0
041313	2048	136	128	6	0	1	27
041314	2176	136	128	6	0	0
04132	2304	130	256	13	4	0
041321	2304	130	128	6	0	1	30
041322	2432	130	128	6	0	1	32
041323	2304	136	128	6	0	1	30
041324	2432	136	128	6	0	1	32
04133	2048	143	256	13	4	0
041331	2048	143	128	6	0	1	27
041332	2176	143	128	6	0	0
041333	2048	149	128	6	0	1	27
041334	2176	149	128	6	0	0
04134	2304	143	256	13	4	0
041341	2304	143	128	6	0	1	30
041342	2432	143	128	6	0	1	32
041343	2304	149	128	6	0	1	30
041344	2432	149	128	6	0	1	32
0414	2560	130	512	26	4	0
04141	2560	130	256	13	4	0
041411	2560	130	128	6	0	2	32	34
041412	2688	130	128	6	0	1	34
041413	2560	136	128	6	0	2	32	34
041414	2688	136	128	6	0	1	34
04142	2816	130	256	13	0	0
04143	2560	143	256	13	4	0
041431	2560	143	128	6	0	2	32	34
041432	2688	143	128	6	0	1	34
041433	2560	149	128	6	0	2	32	34
041434	2688	149	128	6	0	1	34
04144	2816	143	256	13	0	0
042	3072	104	1024	52	0	0
043	2048	156	1024	52	4	0
0431	2048	156	512	26	4	0
04311	2048	156	256	13	4	0
043111	2048	156	128	6	0	0
043112	2176	156	128	6	0	0
043113	2048	162	128	6	0	0
043114	2176	162	128	6	0	0
04312	2304	156	256	13	4	0
043121	2304	156	128	6	0	0
043122	2432	156	128	6	0	0
043123	2304	162	128	6	0	1	31
043124	2432	162	128	6	0	1	31
04313	2048	169	256	13	4	0
043131	2048	169	128	6	0	0
043132	2176	169	128	6	0	1	29
043133	2048	175	128	6	0	0
043134	2176	175	128	6	0	1	29
04314	2304	169	256	13	4	0
043141	2304	169	128	6	0	2	29	31
043142	2432	169	128	6	0	1	31
043143	2304	175	128	6	0	2	29	31
043144	2432	175	128	6	0	1	31
0432	2560	156	512	26	4	0
04321	2560	156	256	13	4	0
043211	2560	156	128	6	0	0
043212	2688	156	128	6	0	0
043213	2560	162	128	6	0	1	33
043214	2688	162	128	6	0	0
04322	2816	156	256	13	4	0
043221	2816	156	128	6	0	0
043222	2944	156	128	6	0	0
043223	2816	162	128	6	0	0
043224	2944	162	128	6	0	1	36
04323	2560	169	256	13	4	0
043231	2560	169	128	6	0	1	33
043232	2688	169	128	6	0	0
043233	2560	175	128	6	0	1	33
043234	2688	175	128	6	0	0
04324	2816	169	256	13	4	0
043241	2816	169	128	6	0	0
043242	2944	169	128	6	0	1	36
043243	2816	175	128	6	0	0
043244	2944	175	128	6	0	1	36
0433	2048	182	512	26	4	0
04331	2048	182	256	13	4	0
043311	2048	182	128	6	0	0
043312	2176	182	128	6	0	1	29
043313	2048	188	128	6	0	0
043314	2176	188	128	6	0	0
04332	2304	182	256	13	4	0
043321	2304	182	128	6	0	2	29	31
043322	2432	182	128	6	0	1	31
043323	2304	188	128	6	0	0
043324	2432	188	128	6	0	0
04333	2048	195	256	13	0	0
04334	2304	195	256	13	0	0
0434	2560	182	512	26	4	0
04341	2560	182	256	13	4	0
043411	2560	182	128	6	0	1	33
043412	2688	182	128	6	0	0
043413	2560	188	128	6	0	0
043414	2688	188	128	6	0	0
04342	2816	182	256	13	4	0
043421	2816	182	128	6	0	0
043422	2944	182	128	6	0	1	36
043423	2816	188	128	6	0	0
043424	2944	188	128	6	0	0
04343	2560	195	256	13	0	0
04344	2816	195	256	13	0	0
044	3072	156	1024	52	0	0
